ip_proto,tp_src,tp_dst,packet_count,byte_count,duration_sec,packet_count_per_sec,byte_count_per_sec,packet_size_avg,flow_duration,label
1,0,0,1,98,48,0.0206,2.0186,98.0,48.548,1
1,0,0,2,196,48,0.0412,4.038,98.0,48.539,1
1,0,0,1,98,48,0.0206,2.0192,98.0,48.535,1
1,0,0,1,98,48,0.0206,2.0193,98.0,48.531,1
1,0,0,1,98,48,0.0206,2.0197,98.0,48.521,1
1,0,0,1,98,48,0.0206,2.0199,98.0,48.518,1
1,0,0,1,98,48,0.0206,2.0204,98.0,48.506,1
1,0,0,2,196,53,0.0373,3.6575,98.0,53.589,1
1,0,0,1,98,53,0.0187,1.8289,98.0,53.585,1
1,0,0,1,98,53,0.0187,1.829,98.0,53.581,1
1,0,0,1,98,53,0.0187,1.8291,98.0,53.577,1
1,0,0,1,98,53,0.0187,1.8293,98.0,53.571,1
1,0,0,1,98,53,0.0187,1.8296,98.0,53.563,1
1,0,0,1,98,53,0.0187,1.8298,98.0,53.559,1
1,0,0,1,98,53,0.0187,1.8299,98.0,53.554,1
1,0,0,1,98,53,0.0187,1.8301,98.0,53.55,1
1,0,0,1,98,53,0.0187,1.8304,98.0,53.54,1
1,0,0,1,98,53,0.0187,1.8305,98.0,53.536,1
1,0,0,1,98,53,0.0187,1.8307,98.0,53.532,1
6,33364,5001,6435040,285247269696,51,125008.0619,5541256671.834,44327.1945,51.477,1
6,47966,80,0,0,51,0.0,0.0,0.0,51.474,1
1,0,0,1,98,53,0.0187,1.829,98.0,53.581,1
1,0,0,1,98,53,0.0187,1.8292,98.0,53.576,1
1,0,0,1,98,53,0.0187,1.8293,98.0,53.571,1
1,0,0,2,196,53,0.0373,3.6596,98.0,53.558,1
1,0,0,1,98,53,0.0187,1.8299,98.0,53.554,1
1,0,0,1,98,53,0.0187,1.8301,98.0,53.549,1
1,0,0,2,196,53,0.0374,3.6608,98.0,53.54,1
1,0,0,1,98,53,0.0187,1.8305,98.0,53.536,1
1,0,0,1,98,53,0.0187,1.8307,98.0,53.532,1
1,0,0,1,98,53,0.0187,1.831,98.0,53.522,1
1,0,0,1,98,53,0.0187,1.8311,98.0,53.519,1
1,0,0,1,98,53,0.0187,1.8315,98.0,53.507,1
1,0,0,2,196,58,0.0341,3.3453,98.0,58.589,1
1,0,0,1,98,58,0.0171,1.6728,98.0,58.585,1
1,0,0,1,98,58,0.0171,1.6729,98.0,58.581,1
1,0,0,1,98,58,0.0171,1.673,98.0,58.577,1
1,0,0,1,98,58,0.0171,1.6732,98.0,58.571,1
1,0,0,1,98,58,0.0171,1.6734,98.0,58.563,1
1,0,0,1,98,58,0.0171,1.6735,98.0,58.559,1
1,0,0,1,98,58,0.0171,1.6737,98.0,58.554,1
1,0,0,1,98,58,0.0171,1.6738,98.0,58.55,1
1,0,0,1,98,58,0.0171,1.6741,98.0,58.54,1
1,0,0,1,98,58,0.0171,1.6742,98.0,58.536,1
1,0,0,1,98,58,0.0171,1.6743,98.0,58.532,1
6,33364,5001,6435040,285247269696,56,113940.8963,5050680271.5442,44327.1945,56.477,1
6,47966,80,0,0,56,0.0,0.0,0.0,56.474,1
