MetricScope,best_contamination,Accuracy,Precision_Anomaly,Recall_Anomaly,F1_Anomaly,Precision_macro,Recall_macro,F1_macro,FPR,FNR,ROC_AUC,PR_AUC,Inference_ms_per_sample,TN,FP,FN,TP,note
anomaly_class_binary,0.05,0.17089250589023625,0.9448687350835322,0.09407152191992396,0.171107509454349,0.5193409346988502,0.5193909548326283,0.17089245010673387,0.0552896122546673,0.905928478080076,0.7268934232521852,0.9470304322427705,3.9521998999407515,3947,231,38126,3959,"contamination = expected proportion of outliers, used only to determine the decision threshold on training data"
