percentile,threshold,Accuracy,Precision,Recall,F1
90,0.012862825436547062,0.5777835419233512,0.9827881486555917,0.5454199833669954,0.701517397350285
95,0.01773491497956244,0.49285606207984783,0.9889209766342872,0.447522870381371,0.616194994274497
97,0.021563003743867718,0.44177852711670235,0.992488490428883,0.38930735416419154,0.5592476917037872
99,0.031463161796455516,0.37963383265244366,0.99680795783535,0.3190685517405251,0.4834041327669379
