model,label,precision,recall,f1,support
random_forest,normal,0.928,0.651685393258427,0.7656765676567657,890
random_forest,fault,0.934668071654373,0.9899553571428571,0.9615176151761518,4480
xgboost,normal,0.8774583963691377,0.651685393258427,0.7479045776918117,890
xgboost,fault,0.9341686132936929,0.9819196428571428,0.957449123952552,4480
rule_based,normal,0.15971439308530627,0.9550561797752809,0.2736638763683194,890
rule_based,fault,0.16666666666666666,0.0017857142857142857,0.0035335689045936395,4480
