MetricScope,Accuracy,Precision_Anomaly,Recall_Anomaly,F1_Anomaly,Precision_macro,Recall_macro,F1_macro,FPR,FNR,ROC_AUC,PR_AUC,Threshold,Train_Time_sec,Inference_ms_per_sample,Architecture,TN,FP,FN,TP
anomaly_class_binary,0.49285606207984783,0.9889209766342872,0.447522870381371,0.616194994274497,0.567335056617533,0.6985101187713461,0.43445117276471695,0.05050263283867879,0.5524771296186289,0.8370560036780745,0.9791439576480704,0.01773491497956244,18.268583499942906,34.85225110000465,10→16→8→4→8→16→10,3967,211,23251,18834
