feature,importance
flow_duration,0.1781370535254731
tp_src,0.17599508894712926
duration_sec,0.15481459262332778
packet_size_avg,0.13114053751218344
byte_count,0.12451526933299752
packet_count,0.07045350622908848
tp_dst,0.05964100699826944
packet_count_per_sec,0.05770471912167041
byte_count_per_sec,0.040987802271575696
ip_proto,0.006610423438284779
